target_index,seed,arm,condition,prompt_id,normalized_expected,answer_token_count,raw,strict_correct,answer_prefix_token_exact,overgeneration
0,2,B,matched,paraphrase_open,green,1,green,True,True,False
0,2,B,matched,new_rewrite_open,green,1,green,True,True,False
0,2,B,blank,original_open,green,1,gray,False,False,False
0,2,B,blank,paraphrase_open,green,1,gray,False,False,False
0,2,B,blank,new_rewrite_open,green,1,Gray,False,False,False
0,2,B,fixed_donor,original_open,green,1,green,True,True,False
0,2,B,fixed_donor,paraphrase_open,green,1,green,True,True,False
0,2,B,fixed_donor,new_rewrite_open,green,1,ambient,False,False,False
0,3,A,matched,original_open,green,1,green,True,True,False
0,3,A,matched,paraphrase_open,green,1,green,True,True,False
0,3,A,matched,new_rewrite_open,green,1,green,True,True,False
0,3,A,blank,original_open,green,1,gray,False,False,False
0,3,A,blank,paraphrase_open,green,1,gray,False,False,False
0,3,A,blank,new_rewrite_open,green,1,Gray,False,False,False
0,3,A,fixed_donor,original_open,green,1,green,True,True,False
0,3,A,fixed_donor,paraphrase_open,green,1,green,True,True,False
0,3,A,fixed_donor,new_rewrite_open,green,1,ambient,False,False,False
0,3,B,matched,original_open,green,1,green,True,True,False
0,3,B,matched,paraphrase_open,green,1,green,True,True,False
0,3,B,matched,new_rewrite_open,green,1,green,True,True,False
0,3,B,blank,original_open,green,1,gray,False,False,False
0,3,B,blank,paraphrase_open,green,1,gray,False,False,False
0,3,B,blank,new_rewrite_open,green,1,Gray,False,False,False
0,3,B,fixed_donor,original_open,green,1,green,True,True,False
0,3,B,fixed_donor,paraphrase_open,green,1,green,True,True,False
0,3,B,fixed_donor,new_rewrite_open,green,1,ambient,False,False,False
2,0,A,matched,original_open,juice,2,juice,True,True,False
2,0,A,matched,paraphrase_open,juice,2,juice,True,True,False
2,0,A,matched,new_rewrite_open,juice,2,juice,True,True,False
2,0,A,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,0,A,blank,paraphrase_open,juice,2,None,False,False,False
2,0,A,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,0,A,fixed_donor,original_open,juice,2,ambient,False,False,False
2,0,A,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,0,A,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,0,B,matched,original_open,juice,2,juice,True,True,False
2,0,B,matched,paraphrase_open,juice,2,juice,True,True,False
2,0,B,matched,new_rewrite_open,juice,2,juice,True,True,False
2,0,B,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,0,B,blank,paraphrase_open,juice,2,None,False,False,False
2,0,B,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,0,B,fixed_donor,original_open,juice,2,ambient,False,False,False
2,0,B,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,0,B,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,1,A,matched,original_open,juice,2,juice,True,True,False
2,1,A,matched,paraphrase_open,juice,2,juice,True,True,False
2,1,A,matched,new_rewrite_open,juice,2,juice,True,True,False
2,1,A,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,1,A,blank,paraphrase_open,juice,2,None,False,False,False
2,1,A,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,1,A,fixed_donor,original_open,juice,2,ambient,False,False,False
2,1,A,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,1,A,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,1,B,matched,original_open,juice,2,juice,True,True,False
2,1,B,matched,paraphrase_open,juice,2,juice,True,True,False
2,1,B,matched,new_rewrite_open,juice,2,juice,True,True,False
2,1,B,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,1,B,blank,paraphrase_open,juice,2,None,False,False,False
2,1,B,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,1,B,fixed_donor,original_open,juice,2,ambient,False,False,False
2,1,B,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,1,B,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,2,A,matched,original_open,juice,2,juice,True,True,False
2,2,A,matched,paraphrase_open,juice,2,juice,True,True,False
2,2,A,matched,new_rewrite_open,juice,2,juice,True,True,False
2,2,A,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,2,A,blank,paraphrase_open,juice,2,None,False,False,False
2,2,A,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,2,A,fixed_donor,original_open,juice,2,ambient,False,False,False
2,2,A,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,2,A,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,2,B,matched,original_open,juice,2,juice,True,True,False
2,2,B,matched,paraphrase_open,juice,2,juice,True,True,False
2,2,B,matched,new_rewrite_open,juice,2,juice,True,True,False
2,2,B,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,2,B,blank,paraphrase_open,juice,2,None,False,False,False
2,2,B,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,2,B,fixed_donor,original_open,juice,2,ambient,False,False,False
2,2,B,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,2,B,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,3,A,matched,original_open,juice,2,juice,True,True,False
2,3,A,matched,paraphrase_open,juice,2,juice,True,True,False
2,3,A,matched,new_rewrite_open,juice,2,juice,True,True,False
2,3,A,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,3,A,blank,paraphrase_open,juice,2,None,False,False,False
2,3,A,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,3,A,fixed_donor,original_open,juice,2,ambient,False,False,False
2,3,A,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,3,A,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
2,3,B,matched,original_open,juice,2,juice,True,True,False
2,3,B,matched,paraphrase_open,juice,2,juice,True,True,False
2,3,B,matched,new_rewrite_open,juice,2,juice,True,True,False
2,3,B,blank,original_open,juice,2,No drink preference recorded.,False,False,False
2,3,B,blank,paraphrase_open,juice,2,None,False,False,False
2,3,B,blank,new_rewrite_open,juice,2,None stored.,False,False,False
2,3,B,fixed_donor,original_open,juice,2,ambient,False,False,False
2,3,B,fixed_donor,paraphrase_open,juice,2,ambient,False,False,False
2,3,B,fixed_donor,new_rewrite_open,juice,2,ambient,False,False,False
4,0,A,matched,original_open,jazz,2,jazz,True,True,False
4,0,A,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,0,A,matched,new_rewrite_open,jazz,2,jazz j. col. j. j. j. j. j. j. j. j. j. j. j. j. j.,False,True,True
4,0,A,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,0,A,blank,paraphrase_open,jazz,2,None,False,False,False
4,0,A,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,0,A,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,0,A,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,0,A,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,0,B,matched,original_open,jazz,2,jazz,True,True,False
4,0,B,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,0,B,matched,new_rewrite_open,jazz,2,jazz,True,True,False
4,0,B,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,0,B,blank,paraphrase_open,jazz,2,None,False,False,False
4,0,B,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,0,B,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,0,B,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,0,B,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,1,A,matched,original_open,jazz,2,jazz,True,True,False
4,1,A,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,1,A,matched,new_rewrite_open,jazz,2,jazz,True,True,False
4,1,A,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,1,A,blank,paraphrase_open,jazz,2,None,False,False,False
4,1,A,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,1,A,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,1,A,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,1,A,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,1,B,matched,original_open,jazz,2,jazz,True,True,False
4,1,B,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,1,B,matched,new_rewrite_open,jazz,2,jazz,True,True,False
4,1,B,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,1,B,blank,paraphrase_open,jazz,2,None,False,False,False
4,1,B,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,1,B,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,1,B,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,1,B,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,2,A,matched,original_open,jazz,2,jazz,True,True,False
4,2,A,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,2,A,matched,new_rewrite_open,jazz,2,jazz,True,True,False
4,2,A,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,2,A,blank,paraphrase_open,jazz,2,None,False,False,False
4,2,A,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,2,A,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,2,A,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,2,A,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,2,B,matched,original_open,jazz,2,jazz,True,True,False
4,2,B,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,2,B,matched,new_rewrite_open,jazz,2,婉音观,False,False,False
4,2,B,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,2,B,blank,paraphrase_open,jazz,2,None,False,False,False
4,2,B,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,2,B,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,2,B,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,2,B,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,3,A,matched,original_open,jazz,2,jazz,True,True,False
4,3,A,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,3,A,matched,new_rewrite_open,jazz,2,jazz,True,True,False
4,3,A,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,3,A,blank,paraphrase_open,jazz,2,None,False,False,False
4,3,A,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,3,A,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,3,A,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,3,A,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
4,3,B,matched,original_open,jazz,2,jazz,True,True,False
4,3,B,matched,paraphrase_open,jazz,2,jazz,True,True,False
4,3,B,matched,new_rewrite_open,jazz,2,jazz,True,True,False
4,3,B,blank,original_open,jazz,2,No music preference recorded.,False,False,False
4,3,B,blank,paraphrase_open,jazz,2,None,False,False,False
4,3,B,blank,new_rewrite_open,jazz,2,No music preference stored.,False,False,False
4,3,B,fixed_donor,original_open,jazz,2,ambient,False,False,False
4,3,B,fixed_donor,paraphrase_open,jazz,2,ambient,False,False,False
4,3,B,fixed_donor,new_rewrite_open,jazz,2,ambient,False,False,False
6,0,A,matched,original_open,linen,2,linen,True,True,False
6,0,A,matched,paraphrase_open,linen,2,linen,True,True,False
6,0,A,matched,new_rewrite_open,linen,2,linen,True,True,False
6,0,A,blank,original_open,linen,2,Not specified,False,False,False
6,0,A,blank,paraphrase_open,linen,2,None,False,False,False
6,0,A,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,0,A,fixed_donor,original_open,linen,2,ambient,False,False,False
6,0,A,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,0,A,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,0,B,matched,original_open,linen,2,linen,True,True,False
6,0,B,matched,paraphrase_open,linen,2,linen,True,True,False
6,0,B,matched,new_rewrite_open,linen,2,linen,True,True,False
6,0,B,blank,original_open,linen,2,Not specified,False,False,False
6,0,B,blank,paraphrase_open,linen,2,None,False,False,False
6,0,B,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,0,B,fixed_donor,original_open,linen,2,ambient,False,False,False
6,0,B,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,0,B,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,1,A,matched,original_open,linen,2,"linen, spice & arwood",False,True,True
6,1,A,matched,paraphrase_open,linen,2,"linen, spice & arwood",False,True,True
6,1,A,matched,new_rewrite_open,linen,2,"linen, spice & amberwood",False,True,True
6,1,A,blank,original_open,linen,2,Not specified,False,False,False
6,1,A,blank,paraphrase_open,linen,2,None,False,False,False
6,1,A,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,1,A,fixed_donor,original_open,linen,2,ambient,False,False,False
6,1,A,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,1,A,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,1,B,matched,original_open,linen,2,linen,True,True,False
6,1,B,matched,paraphrase_open,linen,2,linen,True,True,False
6,1,B,matched,new_rewrite_open,linen,2,linen,True,True,False
6,1,B,blank,original_open,linen,2,Not specified,False,False,False
6,1,B,blank,paraphrase_open,linen,2,None,False,False,False
6,1,B,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,1,B,fixed_donor,original_open,linen,2,ambient,False,False,False
6,1,B,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,1,B,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,2,A,matched,original_open,linen,2,linen,True,True,False
6,2,A,matched,paraphrase_open,linen,2,linen,True,True,False
6,2,A,matched,new_rewrite_open,linen,2,linen cloth,False,True,True
6,2,A,blank,original_open,linen,2,Not specified,False,False,False
6,2,A,blank,paraphrase_open,linen,2,None,False,False,False
6,2,A,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,2,A,fixed_donor,original_open,linen,2,ambient,False,False,False
6,2,A,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,2,A,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,2,B,matched,original_open,linen,2,linen,True,True,False
6,2,B,matched,paraphrase_open,linen,2,linen,True,True,False
6,2,B,matched,new_rewrite_open,linen,2,linen,True,True,False
6,2,B,blank,original_open,linen,2,Not specified,False,False,False
6,2,B,blank,paraphrase_open,linen,2,None,False,False,False
6,2,B,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,2,B,fixed_donor,original_open,linen,2,ambient,False,False,False
6,2,B,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,2,B,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,3,A,matched,original_open,linen,2,linen,True,True,False
6,3,A,matched,paraphrase_open,linen,2,linen,True,True,False
6,3,A,matched,new_rewrite_open,linen,2,linen,True,True,False
6,3,A,blank,original_open,linen,2,Not specified,False,False,False
6,3,A,blank,paraphrase_open,linen,2,None,False,False,False
6,3,A,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,3,A,fixed_donor,original_open,linen,2,ambient,False,False,False
6,3,A,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,3,A,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
6,3,B,matched,original_open,linen,2,linen,True,True,False
6,3,B,matched,paraphrase_open,linen,2,linen,True,True,False
6,3,B,matched,new_rewrite_open,linen,2,linen,True,True,False
6,3,B,blank,original_open,linen,2,Not specified,False,False,False
6,3,B,blank,paraphrase_open,linen,2,None,False,False,False
6,3,B,blank,new_rewrite_open,linen,2,Silver,False,False,False
6,3,B,fixed_donor,original_open,linen,2,ambient,False,False,False
6,3,B,fixed_donor,paraphrase_open,linen,2,ambient,False,False,False
6,3,B,fixed_donor,new_rewrite_open,linen,2,ambient,False,False,False
8,0,A,matched,original_open,pasta,2,pasta,True,True,False
8,0,A,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,0,A,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,0,A,blank,original_open,pasta,2,none,False,False,False
8,0,A,blank,paraphrase_open,pasta,2,None,False,False,False
8,0,A,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,0,A,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,0,A,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,0,A,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,0,B,matched,original_open,pasta,2,pasta,True,True,False
8,0,B,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,0,B,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,0,B,blank,original_open,pasta,2,none,False,False,False
8,0,B,blank,paraphrase_open,pasta,2,None,False,False,False
8,0,B,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,0,B,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,0,B,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,0,B,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,1,A,matched,original_open,pasta,2,pasta,True,True,False
8,1,A,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,1,A,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,1,A,blank,original_open,pasta,2,none,False,False,False
8,1,A,blank,paraphrase_open,pasta,2,None,False,False,False
8,1,A,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,1,A,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,1,A,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,1,A,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,1,B,matched,original_open,pasta,2,pasta,True,True,False
8,1,B,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,1,B,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,1,B,blank,original_open,pasta,2,none,False,False,False
8,1,B,blank,paraphrase_open,pasta,2,None,False,False,False
8,1,B,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,1,B,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,1,B,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,1,B,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,2,A,matched,original_open,pasta,2,pasta,True,True,False
8,2,A,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,2,A,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,2,A,blank,original_open,pasta,2,none,False,False,False
8,2,A,blank,paraphrase_open,pasta,2,None,False,False,False
8,2,A,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,2,A,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,2,A,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,2,A,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,2,B,matched,original_open,pasta,2,pasta,True,True,False
8,2,B,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,2,B,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,2,B,blank,original_open,pasta,2,none,False,False,False
8,2,B,blank,paraphrase_open,pasta,2,None,False,False,False
8,2,B,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,2,B,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,2,B,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,2,B,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,3,A,matched,original_open,pasta,2,pasta,True,True,False
8,3,A,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,3,A,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,3,A,blank,original_open,pasta,2,none,False,False,False
8,3,A,blank,paraphrase_open,pasta,2,None,False,False,False
8,3,A,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,3,A,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,3,A,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,3,A,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
8,3,B,matched,original_open,pasta,2,pasta,True,True,False
8,3,B,matched,paraphrase_open,pasta,2,pasta,True,True,False
8,3,B,matched,new_rewrite_open,pasta,2,pasta,True,True,False
8,3,B,blank,original_open,pasta,2,none,False,False,False
8,3,B,blank,paraphrase_open,pasta,2,None,False,False,False
8,3,B,blank,new_rewrite_open,pasta,2,None stored,False,False,False
8,3,B,fixed_donor,original_open,pasta,2,ambient,False,False,False
8,3,B,fixed_donor,paraphrase_open,pasta,2,ambient,False,False,False
8,3,B,fixed_donor,new_rewrite_open,pasta,2,ambient,False,False,False
10,0,A,matched,original_open,no active preference,3,no active preference,True,True,False
10,0,A,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,0,A,matched,new_rewrite_open,no active preference,3,No active preference stored.,False,False,False
10,0,A,blank,original_open,no active preference,3,gray,False,False,False
10,0,A,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,0,A,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,0,A,fixed_donor,original_open,no active preference,3,green,False,False,False
10,0,A,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,0,A,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,0,B,matched,original_open,no active preference,3,no active preference,True,True,False
10,0,B,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,0,B,matched,new_rewrite_open,no active preference,3,no active preference,True,True,False
10,0,B,blank,original_open,no active preference,3,gray,False,False,False
10,0,B,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,0,B,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,0,B,fixed_donor,original_open,no active preference,3,green,False,False,False
10,0,B,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,0,B,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,1,A,matched,original_open,no active preference,3,no active preference,True,True,False
10,1,A,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,1,A,matched,new_rewrite_open,no active preference,3,no active preference,True,True,False
10,1,A,blank,original_open,no active preference,3,gray,False,False,False
10,1,A,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,1,A,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,1,A,fixed_donor,original_open,no active preference,3,green,False,False,False
10,1,A,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,1,A,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,1,B,matched,original_open,no active preference,3,no active preference,True,True,False
10,1,B,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,1,B,matched,new_rewrite_open,no active preference,3,no active preference,True,True,False
10,1,B,blank,original_open,no active preference,3,gray,False,False,False
10,1,B,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,1,B,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,1,B,fixed_donor,original_open,no active preference,3,green,False,False,False
10,1,B,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,1,B,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,2,A,matched,original_open,no active preference,3,no active preference,True,True,False
10,2,A,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,2,A,matched,new_rewrite_open,no active preference,3,no active preference,True,True,False
10,2,A,blank,original_open,no active preference,3,gray,False,False,False
10,2,A,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,2,A,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,2,A,fixed_donor,original_open,no active preference,3,green,False,False,False
10,2,A,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,2,A,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,2,B,matched,original_open,no active preference,3,no active preference,True,True,False
10,2,B,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,2,B,matched,new_rewrite_open,no active preference,3,no active preference,True,True,False
10,2,B,blank,original_open,no active preference,3,gray,False,False,False
10,2,B,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,2,B,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,2,B,fixed_donor,original_open,no active preference,3,green,False,False,False
10,2,B,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,2,B,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,3,A,matched,original_open,no active preference,3,no active preference,True,True,False
10,3,A,matched,paraphrase_open,no active preference,3,no active preference,True,True,False
10,3,A,matched,new_rewrite_open,no active preference,3,no active preference stored,False,True,True
10,3,A,blank,original_open,no active preference,3,gray,False,False,False
10,3,A,blank,paraphrase_open,no active preference,3,gray,False,False,False
10,3,A,blank,new_rewrite_open,no active preference,3,Gray,False,False,False
10,3,A,fixed_donor,original_open,no active preference,3,green,False,False,False
10,3,A,fixed_donor,paraphrase_open,no active preference,3,green,False,False,False
10,3,A,fixed_donor,new_rewrite_open,no active preference,3,ambient,False,False,False
10,3,B,matched,original_open,no active preference,3,no active preference,True,True,False
